"Add 2nd shipping-type image?","Ajouter 2ème image type d'expédition?"
"Add 3rd shipping-type image?","Ajouter 3ème image type d'expédition?"
"Add a 2nd background image?","Ajouter une image de fond 2e?"
"Add a 2nd page title?","Ajouter une page 2ème titre?"
"Add a background image?","Ajouter une image de fond?"
"Add a flat shipping address?","Ajouter une adresse à plat d'expédition?"
"Add address label?","Ajouter l'étiquette d'adresse?"
"Add an <b>autoCN22</b> page?","Ajoutez un <b> autoCN22 </ b>?"
"Add an <b>order-summary</b> label?","Ajoutez un <b> ordre sommaire </ b> label?"
"Add company address to header?","Ajouter adresse de l'entreprise à en-tête?"
"Add company address?","Ajouter adresse de l'entreprise?"
"Add fixed weight?","Ajouter poids fixe?"
"Add flare to gift messages?","Ajouter flare aux messages cadeaux?"
"Add flat shipping address?","Ajouter une adresse à plat d'expédition?"
"Add full-page background image?","Ajouter une page entière image de fond?"
"Add header logo?","Ajouter en-tête logo?"
"Add image background to label?","Ajouter une image de fond d'étiqueter?"
"Add letterhead?","Ajouter en-tête?"
"Add logo?","Ajouter logo?"
"Add on right of SKU","Ajouter le droit de SKU"
"Add Order ID above address?","Ajouter Order ID adresse ci-dessus?"
"Add Order ID barcode?","Ajouter Order ID code à barres?"
"Add ordered qty to stock-needed qty?","Ajouter qté ordre de stocks nécessaires qté?"
"Add page background image?","Ajouter la page image de fond?"
"Add return address at bottom?","Ajouter une adresse de retour en bas?"
"Add return address?","Ajouter une adresse de retour?"
"Add shipping address at bottom?","Ajouter adresse de livraison en bas?"
"Add shipping label image?","Ajouter une image de l'étiquette d'expédition?"
"Add shipping label?","Ajouter l'étiquette d'expédition?"
"Add shipping-type image?","Ajouter type d'expédition image?"
"Add static text?","Ajouter un texte statique?"
"Add tax in order subtotal [Europe Standard]","Ajouter fiscale pour subtotale [Europe Standard]"
"Add tax to number?","Ajouter fiscale au numéro?"
"Add tax to product line subtotal [US Standard]","Ajouter la taxe à la ligne de produit total [US Standard]"
"Add tracking number as barcode?","Ajouter le numéro de suivi comme code à barres?"
"Add tracking number?","Ajouter le numéro de suivi?"
"Address format","Format d'adresse"
"Address label : Color","Etiquette d'adresse: Couleur"
"Address label : Font","Etiquette d'adresse: la police"
"Address label : Size","Etiquette d'adresse: Taille"
"Address label : Style","Etiquette d'adresse: style"
"Address text","texte Adresse"
"Address text, Default","texte Adresse, par défaut"
"Address text, Group 1","texte Adresse, Groupe 1"
"Address text, Group 2","texte Adresse, Groupe 2"
"Address text, Group 3","texte Adresse, Groupe 3"
"Address-label Sheet Options","Fiche Adresse-étiquette options"
"Adds a field for shipping methods that don't come from WSA Store Pickup","Ajoute un champ pour les méthodes d'expédition qui ne viennent pas de ramassage WSA magasin"
"Admin: Order-view PDF Invoice and Packing Sheet button?","Admin: commande PDF Facture et emballage Feuille bouton?"
"Admin: Order-view PDF Invoice button?","Admin: Commande-view bouton PDF de la facture?"
"Admin: Order-view PDF Packing Sheet button?","Admin: commande PDF Emballage Fiche bouton?"
"Admin: Order-view PDF Zebra Label button?","Admin: commande PDF Zebra bouton Label?"
"Admin: Order-view Resend Email button?","Admin: Commande-view Renvoyer Email bouton?"
"Alert Flag","Flag Alert"
"Align text : center","Aligner le texte: centre"
"Align text : left","Aligner le texte: à gauche"
"All","Tout"
"All : non-interlaced <b>and</b> non-transparent .png","Tous: non entrelacé <b> et </ b> .png non-transparent"
"Allow Customers to Make PDFs?","Permettre aux clients de faire des fichiers PDF?"
"Alternate row color","couleur de ligne Alternate"
"Alternate row in picklists","ligne Alternate en picklists"
"Alternate, billing down, shipping up","Alternate, la facturation vers le bas, jusqu'à l'expédition"
"Always override &amp; use courierRules Shipping Connector Label if available?","Toujours remplacer & amp; utiliser l'étiquette courierRules Connecteur Expédition si disponible?"
"Amount to add","Montant à ajouter"
"Angle Text","Angle texte"
"Angled Ribbon","Ribbon coudé"
"Applies to Packing Sheets and Invoices, in the section which shows shipping method etc.","Applicable à feuilles d'emballage et les factures, dans la section qui montre la méthode d'expédition, etc."
"Ascending","Ascendant"
"Attr.(1) Xpos","Attr. (1) Xpos"
"Attr.(2) Xpos","Attr. (2) Xpos"
"Attr.(3) Xpos","Attr. (3) Xpos"
"Attr.(4) Xpos","Attr. (4) Xpos"
"Attribute 1","Attribut 1"
"Attribute 2","Attribut 2"
"Attribute 3","Attribut 3"
"Attribute 4","Attribut 4"
"Attribute code","Code d'attribut"
"Attribute code (eg. for shelving info, maybe you have an attribute: shelf)<br /><b>You need to have created this attribute, and assigned values for each product for it to work!</b>","Attribut code (. Par exemple pour les étagères d'information, peut-être vous avez un attribut: étagère) <br /> <b> Vous devez avoir créé cet attribut, et les valeurs attribuées pour chaque produit pour que cela fonctionne </ b>!"
"Attribute code 1:","Attribut Code 1:"
"Attribute code 2:","Attribut Code 2:"
"Attribute code 3:","Attribut Code 3:"
"Attribute code 4:","Attribut Code 4:"
"Attribute code 5:","Attribut Code 5:"
"Attribute code for shelving info; eg. shelf","Attribut Code pour les étagères info; par exemple. étagère"
"Attribute code for supplier data; Default: supplier","Attribut Code pour les données du fournisseur; Par défaut: le fournisseur"
"Attribute code; eg. shelf","Attribut Code; par exemple. étagère"
"Attribute codes?","Attribut codes?"
"Attribute column title","Attribut titre de la colonne"
"Attribute to show","Attribut de montrer"
"Attribute to sort by :","Attribut pour trier par:"
"Attribute to use as product name","Attribut à utiliser comme nom de produit"
"Auto description 1","Description Auto 1"
"Auto description 3","Description Auto 3"
"Auto Processing","traitement automatique"
"Automatic action :","Action automatique:"
"Automatic action #2:","Action automatique # 2:"
"Automatic action #3:","Action automatique # 3:"
"Automation Connection","Connexion Automation"
"Background Image","Image de fond"
"Background image position","Contexte position de l'image"
"Background image?","Image de fond?"
"barcode : Font","code-barres: la police"
"barcode font size","barcode font size"
"barcode Font Size (Orders)","Taille de la police code à barres (commandes)"
"barcode Font Size (Products)","Taille de la police code à barres (Produits)"
"barcode font-size","code-barres font-size"
"barcode size","la taille du code à barres"
"barcode X-pos.","code à barres X-pos."
"Because the Order currency is different from the Store currency, the conversion from","Parce que la monnaie de commande est différente de la monnaie de magasin, la conversion de"
"Beside address","A côté de l'adresse"
"Billing address position","Facturation position d'adresse"
"Billing address posititon","Adresse de facturation posititon"
"Billing address title","Adresse de facturation titre"
"Bkg","Bkg"
"Blank = #000000 (#HEX colour code)","Blank = # 000000 (code de couleur #hex)"
"Blank box image","Blank image de la boîte"
"Bold","Audacieux"
"Bold 'Extra shipping details' labels?","Les étiquettes Gras "détails supplémentaires d'expédition de?"
"Bold italic","Gras italique"
"Bold last line in page-base shipping addresses?","Gras dernière ligne dans les adresses d'expédition de page de base?"
"Bold last line in page-top shipping addresses?","Gras dernière ligne la page-top adresses de livraison?"
"Bold product name?","Nom du produit gras?"
"Border color","Couleur de la bordure"
"Bottom of page","Bas de page"
"Box 1 Image","Encadré 1 Image"
"Box 2a Image (Store Pickup)","Box 2a image (Ramassage Store)"
"Box 2b Image (Express Mail)","Box 2b image (courrier express)"
"Box 2c Image (Priority International)","Box 2c image (International Priority)"
"Box 2d Image (Standard International)","Box 2d image (Standard International)"
"Box 3 Image","Encadré 3 Image"
"Box count estimation?","Box compter estimation?"
"Bring up top address?","Apportez top adresse?"
"Buttons for PDFs","Boutons pour les fichiers PDF"
"By default we output ANSI, which works well for Windows machines and special characters.<br >If you need UTF-8, just choose that here","En sortie, nous par défaut ANSI, qui fonctionne bien pour les machines Windows et des caractères spéciaux. <br> Si vous avez besoin UTF-8, il suffit de choisir que ici"
"By Height","En Hauteur"
"By Width","Par Largeur"
"Calculate line totals by:","Calculer les totaux de ligne par:"
"Callout colour","couleur Callout"
"Can be handy to reduce customer support - eg. set to a custom Processing status of 'Packing your order now'","Peut-être à portée de main pour réduire le soutien à la clientèle - par exemple. mettre à un statut de traitement personnalisé du 'emballage de votre commande maintenant'"
"Cancel?","Annuler?"
"Capitalise shipping labels?","Capitaliser les étiquettes d'expédition?"
"Category translation","traduction Catégorie"
"Center values?","les valeurs du Centre?"
"Centered in page","Centré dans la page"
"Centered in product list","Centré dans la liste des produits"
"Change order status","Changer le statut de la commande"
"Change the layout of shipping addresses","Changer la mise en page des adresses de livraison"
"Change to status:","Changer le statut:"
"Check for gift message?","Vérifiez message cadeau?"
"Clear Cached Images in pickPack","Images Cached claires dans pickPack"
"Code","Code"
"Color","Couleur"
"Color attribute","attribut couleur"
"Color X-pos.","Couleur X-pos."
"Column mapping","cartographie Colonne"
"Columns Y-X-pos.","Colonnes Y-X-pos."
"Combine attribute?","Combinez attribuer?"
"Combine custom attributes under product line?","Combiner des attributs personnalisés dans la gamme de produits?"
"Combine custom product attributes under the product line?","Combiner les attributs de produits personnalisés sous la ligne de produits?"
"Combine pdfs","Combinez pdfs"
"Combine product line details?","Combiner les détails de la ligne de produit?"
"Combine the custom attributes listed below?","Combiner les attributs personnalisés énumérés ci-dessous?"
"Combined Attributes Xpos","Attributs combiné Xpos"
"Combined Packing Sheet/Invoice' grouped by Order ID?","Combiné Fiche d'emballage / Facture "regroupés par ordre ID?"
"Combined pdfs?","pdfs combinés?"
"Comma separated top,bottom widths (eg 1,2)","Comma top séparé, largeurs de fond (par exemple 1,2)"
"Comma-separated list of customer group names where you don't want the group name","liste séparée par des virgules de noms de groupes de clients où vous ne voulez pas le nom du groupe"
"Comma-separated list of SKUs to *not* show","liste des références séparées par des virgules à * pas * show"
"Comma-separated list of SKUs to *not* show a count for","liste des références séparées par des virgules pour * pas * montrer un compte pour"
"Comments","commentaires"
"Company address","Adresse de la société"
"Company address : Color","Adresse de la société: Couleur"
"Company address : Font","Adresse de la société: la police"
"Company address : Size","Adresse de la société: Taille"
"Company address : Style","Adresse de la société: style"
"Company address, Default","Adresse de la société, par défaut"
"Company address, Group 1","Adresse de la société, Groupe 1"
"Company address, Group 2","Adresse de la société, Groupe 2"
"Company address, Group 3","Adresse de la société, Groupe 3"
"Condition","Condition"
"Configurable product name","Nom du produit Configurable"
"Cost (base) to (display) exchange rate","Coût (base) à (affichage) Taux de change"
"Cost currency prefix","préfixe monétaire des coûts"
"Cost multiplier","multiplicateur des coûts"
"Cost subtotal?","Sous-total des coûts?"
"courierRules Method","courierRules Méthode"
"courierRules method?","méthode courierRules?"
"courierRules Shipping Method","courierRules Méthode d'expédition"
"CSV (Order-combined Products)","CSV (Produits de commande combinée)"
"CSV (Order-combined Products) Options","CSV (commande combinée Produits) Options de"
"CSV (Order-combined Products)?","CSV (Décret sur les produits combinés)?"
"CSV (Order-separated Products)","CSV (commande séparée Produits)"
"CSV (Order-separated Products) Options","CSV (commande séparée Produits) Options de"
"CSV (Order-separated Products)?","CSV (commande séparée produits)?"
"CSV (Orders)","CSV (commandes)"
"CSV (Orders) Options","CSV (Ordres) Options"
"CSV (Orders)?","CSV (commandes)?"
"CSV field separator","séparateur de champ CSV"
"CSV output encoding","CSV codage de sortie"
"CSV/XML (Cargo Manifest)","CSV / XML (Cargo Manifest)"
"CSV/XML (Cargo Manifest)?","CSV / XML (Cargo Manifest)?"
"Custom","Coutume"
"Custom Attribute","Attribut personnalisé"
"Custom attribute (1)","Attribut personnalisé (1)"
"Custom attribute (2)","Attribut personnalisé (2)"
"Custom attribute (3)","Attribut personnalisé (3)"
"Custom attribute (4)","Attribut personnalisé (4)"
"Custom CSV field separator","séparateur de champ personnalisé CSV"
"Custom font file","fichier de police personnalisée"
"Custom image","image personnalisée"
"Custom Message : Background Color","Message personnalisé: Couleur de fond"
"Custom Message : Color","Message personnalisé: Couleur"
"Custom Message : Font","Message personnalisé: la police"
"Custom Message : Size","Message personnalisé: Taille"
"Custom Message : Style","Message personnalisé: style"
"Custom message under product list?","Message personnalisé sous la liste des produits?"
"Custom options column title","Options personnalisées de titre de colonne"
"Custom Order Attribute","Personnalisés Attribut"
"Custom page title","page personnalisée titre"
"Custom product attribute code (eg: shelf)","produit code d'attribut personnalisé (par exemple: étagère)"
"Custom product attribute?","produit Attribut personnalisé?"
"Custom text image","image de texte personnalisé"
"Custom text under product list?","Texte personnalisé sous la liste des produits?"
"Custom Value","Valeur personnalisée"
"Custom weight fields?","champs de poids personnalisée?"
"Custom weightbased count?","Personnalisé weightbased comte?"
"Custom Weightbased label?","Personnalisé Weightbased label?"
"Custom Weightbased text?","Personnalisé Weightbased texte?"
"Customer Address X-pos.","Adresse du client X-pos."
"Customer attribute code","code d'attribut client"
"Customer Comments","Commentaires des clients"
"Customer custom attribute?","attribut personnalisé à la clientèle?"
"Customer Email","client Email"
"Customer Email?","Email client?"
"Customer group?","Groupe de clients?"
"Customer ID (Footer) X-pos.","N ° de client (pied de page) X-pos."
"Customer ID X-pos.","N ° de client X-pos."
"Customer ID?","N ° de client?"
"Customer name X-pos.","Nom du client X-pos."
"Customer VAT title","Titre de la TVA à la clientèle"
"Customer: Change "Print Invoice" to "PDF Invoices"?","Client: Change "Imprimer la facture" à "Factures PDF"?"
"Customer: Change "Print Order" to "PDF Invoices"?","Client: Change "Print Order" pour "Factures PDF"?"
"Customer: PDF Invoice button?","Client: bouton PDF Invoice?"
"Customer: PDF Packing Sheet button?","Client: PDF bouton Emballage de feuilles?"
"Customise 'Packed by' text","Customisez 'Emballé par' text"
"Customise fonts/colours?","Customisez polices / couleurs?"
"Customize page title?","Personnaliser la page titre?"
"Date format","Format de date"
"Date printed?","Date d'impression?"
"Day","journée"
"Deadline text","texte Date limite"
"Deadline text / date?","texte Date limite / jour?"
"Default","Défaut"
"Default : Yes","Par défaut: Oui"
"Default (Use standard)","Par défaut (utilisation standard)"
"Default (Use Total Price Xpos)","Par défaut (utilisation Prix total Xpos)"
"Default (Use total prixe Xpos)","Par défaut (utilisation prixe totale Xpos)"
"Default top-right; eg. 'Invoice'","Par défaut en haut à droite; par exemple. 'Facture d'achat'"
"Default top-right; eg. 'Packing Sheet'","Par défaut en haut à droite; par exemple. 'Emballage Sheet'"
"Default:","Défaut:"
"Default: -230,-210","Par défaut: -230, -210"
"Default: ,","Défaut: ,"
"Default: 'OK'","Valeur par défaut: 'OK'"
"Default: 'OK' -->","Valeur par défaut: 'OK' ->"
"Default: "Payment due "","Valeur par défaut: "Paiement dû""
"Default: {blank}","Par défaut: {ébauche}"
"Default: #DDDDDD","Par défaut: #dddddd"
"Default: #FFFFFF","Par défaut: #FFFFFF"
"Default: 0<br />Eg. 21.6700 @ 0 = 22; @ 1 = 21.7; @ 2 = 21.67; @ -1 = 20","Par défaut: 0 <br /> Par exemple. 21,6700 @ 0 = 22; @ 1 = 21,7; @ 2 = 21,67; @ -1 = 20"
"Default: 1<br />Eg. Change the display cost to match your actual end costs","Par défaut: 1 <br /> Par exemple. Changer le coût d'affichage pour correspondre à vos coûts finaux réels"
"Default: 1<br />Eg. kg -> lb = 2.2046; lb -> kg = 0.4536","Par défaut: 1 <br /> Par exemple. kg -> lb = 2,2046; lb -> kg = 0.4536"
"Default: 1<br />Eg. your base currency is USD, your manifest display currency is GBP : enter the exchange rate multiplier for USD -> GBP","Par défaut: 1 <br /> Par exemple. votre devise de base est USD, votre manifeste devise d'affichage GBP: entrez le multiplicateur de taux de change pour USD -> GBP"
"Default: 100","Par défaut: 100"
"Default: 13pt/5pt (top/bottom), 5pt (left/right)","Par défaut: 13pt / 5pt (haut / bas), 5pt (gauche / droite)"
"Default: 17","Valeur par défaut: 17"
"Default: 185","Par défaut: 185"
"Default: 2 [1.1256 becomes 1.13]","Par défaut: 2 [1,1256 devient 1,13]"
